,date,Operador,Militar,Ruta_vuelo,Tipo_vuelo_Nac_Int,Lugar_accidente,flight_no,ac_type,registration,cn_ln,all_aboard,passengers,crew_aboard,Total_fatalities,passenger_fatalities,crew_fatalities,ground_fatalities,summary,take_off,landing,hijacked,lost_contact
343,2007-11-08 08:00:00,Juba Air Cargo,0,"ss,sd",1,"Khartoum, Sudan",?,Antonov 12,ST-JUA,3341110,4,0,4,0,0,0,2,"While taking off, an engine on the cargo plane failed after the plane hit a hawk. The aircraft tried to return to the airport but crashed. The plane was transporting goods and foodstuffs for traders and international organizations in Juba. Two Sudanese soldiers were killed on the ground.",1,0,0,0
344,2007-11-30 01:36:00,Atlasjet Airlines,0,"Isparta,Istanbul-tr",0,"Near Isparta, Turkey",4203,McDonnell Douglas MD-83,TC-AKM,53185/2090,57,50,7,57,50,7,0,"While making an approach to land, the passenger plane struck a mountaintop and broke apart, 7.5 miles from Isparta Airport. The accident was caused by pilot error as a result of the condition known as spatial disorientation. The pilot is believed to have lost the sight of line for the horizon and instead of trusting the flight instruments, diverted the aircraft to the route where the crash occurred.",0,1,0,0
345,2007-12-03 17:18:00,"Evergreen Alaska Helicopters, Inc.",0,No_identificado,2,"Off Whittier, Alaska",?,Eurocopter Deutschland BK117C1,N141LG,?,4,3,1,4,3,1,0,"Crashed into the sea while en route. The pilot's decision to continue VFR flight into night instrument meteorological conditions. Contributing to the accident were the operator's failure to adhere to an FAA-approved and mandated safety risk management program, the FAA's failure to provide sufficient oversight of the operator to ensure they were in compliance with the risk management program, the pilot's lack of experience in night winter operations in Alaska, and the operator's lack of an EMS dispatch and flight following system.",0,0,0,0
346,2007-12-05 06:48:00,Castle Aviation,0,"Buffalo,Columbus,NY,OH-us",0,"Columbus, Ohio",?,Cessna 208B Caravan I Super Cargomaster,N28MG,208B-0732,2,1,1,2,1,1,0,"The cargo plane crashed into a brushy field, inverted, shortly after taking off in heavy snow. Radar data indicated that it was in a left turn at a ground speed of 109 knots before descending and impacting terrain. The plane was carrying checks and other goods for a banking customer. The pilot's failure to maintain aircraft control and collision avoidance with terrain due to spatial disorientation. Contributing to the accident were low cloud ceiling and night conditions.",1,0,0,0
347,2008-01-04 09:48:00,Transaven,0,"es,us",1,"Los Roques, Venezuela",?,Let 410 UVP-E3,YV2081,872051,18,16,2,18,16,2,0,The commuter airliner crashed into the sea while en route after the pilot reported engine problems.,0,0,0,0
348,2008-01-12 00:00:00,Military - Macedonian Air Force,1,"Bosnia,Macedonia,Skopje-ba",0,"Blace, Macedonia",?,Mi-17 Helicopter,VAM-304,223M98,11,10,1,11,10,1,0,The helicopter crashed 15 miles southeast of Skopje in heavy fog while attempting to land. The aircraft was returning from European Union-led peacekeeping operations in Bosnia.,0,1,0,0
349,2008-01-17 12:43:00,British Airways,0,"cn,gb",1,"London, England",38,Boeing 777-236ER,G-YMMM,30314/342,152,136,16,0,0,0,0,"The aircraft was on approach for landing on Runway 27L at Heathrow Airport when at a height of approximately 600 ft and 2 miles from touch down the aircraft descended rapidly and struck the ground, 1,000 ft. short of the paved runway surface, just inside the airfield boundary fence. An investigation showned that the fuel flow to both engines was restricted; most probably due to ice within the fuel feed system. The ice is likely to have formed from water that occurred naturally in the fuel, and should have been melted by the fuel-oil heat exchanger (FOHE).  However, the FOHE did not heat its own inlet  face, and investigation showed that, although the flight was   within the certified operational envelope at all times, a long   period of low fuel flow in an unusually cold environment, followed  by a throttle increase, could cause an ice jam at that point. Corrections in design were made so this would not occur again.",0,1,0,0
350,2008-01-23 19:00:00,Military - Polish Air Force,1,No_identificado,2,"Miroslawiec, Poland",?,CASA C-295M,019,S-043,20,16,4,20,16,4,0,"While attempting to land, the plane fell to the ground from about 500-650 feet and crashed into a wooded area, 2 miles from the airport.",0,1,0,0
351,2008-01-26 09:35:00,Dirgantara Air Service,0,No_identificado,2,"Near Malinau, Indonesia",?,CASA NC-212-200,PK-VSE,92N/412,3,0,3,3,0,3,0,The cargo plane crashed while en route.,0,0,0,0
352,2008-02-21 17:00:00,Santa Barbara Airlines,0,"ve,es",1,"Merida, Venezuela",518,ATR-42-300,YV-1449,028,46,43,3,46,43,3,0,"Struck a mountain at 13,500 feet and disintegrated shortly after departing Merida. The pilots took off fromMerida without waiting for the navigation system to properly initialize. Consequently, they became disoriented in the mountainous terrain surrounding the airport, crashing into the side of a mountain while trying to determine their location.",0,0,0,0
353,2008-02-26 16:16:00,BHS - Brazilian Helicopter Service Air Taxi,0,No_identificado,2,"Off Macae , Rio de Janeiro , Argentina",?,Eurocopter  AS332L2 Super Puma,PP-MUM,2570,20,17,3,5,4,1,0,"Less than half minute after the taking-off from the Oil Rig P-18,  and while still in low altitude, a failure in the tail rotor caused loss of control of the aircraft by the crew. The helicopter crashed in the sea.",0,0,0,0
354,2008-03-03 16:00:00,United Nations Mission,0,No_identificado,2,"Near Bethani, Nepal",?,Mi-17,?,?,10,7,3,10,7,3,0,"The helicopter, carrying United Nations personnel, crashed in hilly terrain, in poor weather conditions and burst into flames.",0,0,0,0
355,2008-04-03 11:00:00,Blue Wing Airlines,0,"Lawa,Paramaribo-fr",0,"Lawa, Suriname",?,Antonov An-28,PZ-TSO,1AJ007-17,19,17,2,19,17,2,0,While attempting to land the crew aborted the the approach and executed a go-around. Soon after the plane flew into a hillside.,0,1,0,0
356,2008-04-09 23:27:00,Avtex Air Services,0,"Brisbane,Sydney-au",0,"Bundeena, Australia",?,Swearingen SA227AC Metroliner III,VH-OZA,AC-600,1,0,1,1,0,1,0,The pilot of the mail plane reported some minor problems before the aircraft disapppeared off radar.,0,0,0,0
357,2008-04-11 22:15:00,Kata Transportation,0,"tr,sd,md",1,"Chrisinau, Moldova",?,Antonov An-32,ST-AZL,3009,8,0,8,8,0,8,0,"Just minutes after the take off the plane tried to return to the airport because of engine problems, but crashed about 100 metres away from the runway. Pilots tried to land the transport, which was carrying a cargo of 2.3 tons of fuel, but a wing struck a fence and electrical wires and the plane crashed and burst into flames. All eight crew members aboard were killed",1,1,0,0
358,2008-04-15 14:30:00,Hewa Bora Airways,0,"Goma,Kinshasa,Kisangani-cd",0,"Goma, Congo",?,McDonnell Douglas DC-9-51,9Q-CHN,47731,85,79,6,0,0,0,47,"While attempting to takeoff, the plane failed to reach takeoff speed, overran the runway, proceeded through a perimeter fence and cashed into a crowded market.",1,0,0,0
359,2008-04-16 14:23:00,Military - Government of Equatorial Guinea,1,"Annobon Island,Bata-gq",0,"Off Annobon Island, Equatorial Guinea",?,Antonov An-32B,3C-5GE,1609,13,8,5,13,8,5,0,Crashed into the ocean after skidding off the runway in high winds and heavy rain.,0,0,0,0
360,2008-04-28 09:38:00,Naftogaz,0,No_identificado,2,"Off Crimea, Black Sea",?,Mil Mi-8T,UR-24275,98734295,20,18,2,20,18,2,0,The helicopter crashed after the tail section hit the tower of the offshore drilling platform while it was attempting to land. The pilot was a trainee flying with an instructor. One survivor succumbed to his injuries soon after the crash.,0,1,0,0
361,2008-05-17 16:30:00,Chelan Air Service,0,"Chelan,Stehekin-us",0,"Stehekin, Washington",?,de Havilland Canada DHC-2 Mark I Beaver,N5998Q,1151,5,4,1,2,2,0,0,The float plane flipped and crashed as it attempted to land in Lake Chelan near Stehekin Lodge. It appeared the plane's wheels were deployed even though it was landing on water. The pilot's failure to retract the landing gear wheels prior to performing a water landing. Contributing to the accident were the pilot's disabling of the landing gear warning/advisory system and possible fatigue due to his work schedule.,0,1,0,0
362,2008-05-24 09:30:00,Island Express Helicopter Service,0,"Long Beach,Two Harbors-us",0,"Two Harbors, Catalina Island, California",?,Eurocopter AS350D Astar,N67GE,1604,6,5,1,4,3,1,0,The tour helicopter crashed near Banning House lodge in rain and poor visibility. The engine appears to have failed. Loss of engine power during approach for landing due to a fatigue fracture of a power turbine blade.,0,1,0,0
363,2008-05-26 18:15:00,Moskovia Airlines,0,"Chelyabinsk,Perm-ru",0,"Near Chelyabinsk, Russia",GAI-9675,Antonov An-12,RA-12957,8345508,9,0,9,9,0,9,0,"The crew of the cargo plane reported a fire shortly after taking off from Chelyabinsk. The plane crashed in a field while attempting to make an emergency landing, after striking a power transmission line.",1,1,0,0
364,2008-05-29 14:13:00,Military - Servicio Aereo Nacional,1,"Colon,Tocumen-pa",0,"Panama City, Panama",?,Bell UN-1N Huey,SAN-100,?,12,9,3,11,9,2,0,"Chile's national police chief General Jose Alejandro Bernales, 59, and five others were killed when their helicopter crashed into a three story building. The helicopter pitched wildly before crashing into the building.",0,0,0,0
365,2008-05-30 09:40:00,TACA International Airlines,0,"hn,us,sv",1,"Tegucigalpa, Honduras",390,Airbus A-320-233,EI-TAF,1374,136,131,5,3,2,1,2,"After making a missed approach and during the second attempt at landing at Toncontin Airport, the plane overran the runway, skidded across a street, struck cars and came to rest against an embankment. The runway was wet with rain from Tropical Storm Alma.",0,1,0,0
366,2008-06-08 07:45:00,PHI Air Medical,0,"Houston,Huntsville-us",0,"Huntsville, Texas",?,Bell 407,N416PH,53276,4,1,3,4,1,3,0,"The medical helicopter crashed into the Sam Houston National Forest while transporting a patient to a Houston hospital. The pilot's failure to identify and arrest the helicopter's descent, which resulted in its impact with terrain. Contributing to the accident was the pilot's inadvertent flight into instrument meteorological conditions, and the limited outside visual reference due to the dark night conditions, low clouds, and fog.",0,0,0,0
367,2008-06-10 20:45:00,Sudan Airways,0,"Aman,Damascus,Khartoum-sy",0,"Khartoum, Sudan",548,Airbus A-310-324,ST-ATN,548,214,203,11,32,31,1,0,"While landing in poor weather, the plane skidded off the runway, hit navigation poles and burst into flames. The plane had flown from Amman via Damascus but been turned back once from Khartoum and forced to land in Port Sudan, on the Red Sea, because of bad weather, before being allowed to return to Khartoum. The accident was due to a long flaring distance (900 meters from R/W threshold) on a wet slippery runway without selecting Auto brake and with one deactivated engine reverse in such rainy conditions. The remaining available landing distance turned out to be too short to allow the captain to stop the aircraft before the end of the runway.",0,1,0,0
368,2008-06-18 10:03:00,Wiggins Airways,0,No_identificado,2,"Hyannis, Massachusetts",?,de Havilland Canada DHC-6 Twin Otter 100,N656WA,47,1,0,1,1,0,1,0,"The cargo plane took off, reached about 200 feet, rolled over to the right and impacted the ground, nose first. The pilot's failure to remove the flight control lock prior to takeoff. Contributing to the accident was the FAA's failure to issue an airworthiness directive making the manufacturer's previously issued flight control lock service bulletins mandatory.",1,0,0,0
369,2008-06-20 00:00:00,Military - Thai Army,1,No_identificado,2,"Bannang Sata, Thailand",?,Bell UH-1N,?,?,10,8,2,10,8,2,0,The military helicopter developed a mechanical problem and crashed into a hill while attemping to land.,0,1,0,0
370,2008-06-26 15:03:00,Military - Indonesian Air Force,1,No_identificado,2,"Near Salak Mountain, Indonesia",?,CASA NC-212,A-2106,228/N68,18,13,5,18,13,5,0,The plane went missing in an area approximately 60 miles south of Jakarta while on a aerial surveillance mission.,0,0,0,0
371,2008-06-27 07:05:00,Juba Air Cargo,0,"Juba,Khartoum-ss",0,"Near Malakal, Sudan",?,Antonov 12BK,ST-ARN,8346010,8,6,2,7,5,2,0,The cargo plane crashed mid-flight after entering an area of thunderstorms. Triple engine failure.,0,0,0,0
372,2008-06-29 15:48:00,Air Methods / Classic Helicopters,0,No_identificado,2,"Flagstaff, Arizona",?,Bell 407 / Bell 407,N407GA / N407MJ,53104 / 53079,7,5,2,6,4,2,0,The two helicopters struck each other in mid-air and crashed in a wooded area about 0.5 miles from Flagstaff Medical Center. Both helicopter pilots' failure to see and avoid the other helicopter on approach to the helipad. Contributing to the accident were the failure of N407GA's pilot to follow arrival and noise abatement guidelines and the failure of N407MJ's pilot to follow communications guidelines.,0,0,0,0
373,2008-06-30 07:00:00,Ababeel Aviaition,0,No_identificado,2,"Near Khartoum, Sudan",?,Ilysushin Il-76TD,ST-WTB,1003499994,4,0,4,4,0,4,0,"While taking off, the cargo plane hit an electricity pole, crashed into a field and burst into flames. All four crew members were killed.",1,0,0,0
374,2008-07-06 02:15:00,USA Jet Airlines,0,"ca,us,mx",1,"Saltillo, Mexico",199,Douglas DC9-15F,N199US,47153/185,2,0,2,1,0,1,0,"While attempting to land, the cargo plane, loaded with auto parts, and experiencing engine trouble, crashed splitting into four pieces and scattering debris across an area of about 600 meters in diameter. The pilot was killed and the copilot seriously injured.",0,1,0,0
375,2008-07-07 03:50:00,Centurian Air Cargo,0,"us,co",1,"Near Bogota, Colombia",164,Boeing B-747-209BSF,N714CK,22446/519,8,0,8,0,0,0,3,"The cargo plane carrying a load of flowers had taken off from Bogota when the crew radioed that they had an engine fire. They attempted to return to the airport, but crashed in a field and destroyed a farm house killing three people inside. Double engine failure.",0,0,0,0
376,2008-07-31 09:53:00,East Coast Jets,0,"Atlantic City,MN,NJ,Owatonna-us",0,"Owatonna, Minnesota",81,British Aerospace BAe-125-800A,N818MV,258186,8,6,2,8,6,2,0,"While attempting to land on Runway 30, the business jet landed 500 to 1000 feet down a 5,000 ft. runway, overran the runway, passed over a ditch and roadway, slid into a cornfield and broke up. One person survived the accident but died later. The pilots  were both working on insufficient sleep and displayed poor coordination with one another. The pilots failed to account for a wet runway and 8-knot tailwind when they touched down on the 5,500-foot runway, and they should have applied a braking system a full seven seconds earlier than they did.Realizing they were running out of runway, the pilots hit the throttles to try to take off again. Had the pilots hit the lift dump right after touchdown, or landed into the wind, the plane probably could have stopped safely on the runway. The accident was due to the captain's decision to attempt a go-around late in the landing roll with insufficient runway remaining. Contributing to the accident were the pilots' poor crew coordination and lack of cockpit discipline.; fatigue, which likely impaired both pilots' performance and failure of the FAA to require crew resource management training and standard operating procedures for Part 135 operators.",1,1,0,0
377,2008-08-03 07:00:00,Pacific Coastal Airlines,0,"Chamiss Bay,Port Hardy,Vancouver Island-ca",0,"North Vancouver Island, British Colombia, Canada",?,Grumman G-21A Goose,C-GPCD,B-76,7,6,1,5,4,1,0,"The plane crashed in a remote mountanous region of Vancouver Island while en route on a short 30 minute flight. Investigators determined the plane's body broke apart when it hit the ground near Alice Lake, and exposed electrical wires sent sparks into a pool of spilled fuel, starting a fire that consumed the plane. The accident was triggered when the plane stalled and dipped while attempting a steep climb over a ridge.",0,1,0,0
378,2008-08-05 19:30:00,Junction City Fire Department,0,No_identificado,2,"Near Junction City, California",?,Sikorsky S-61N,N612AZ,61297,13,11,2,9,8,1,0,"The helicopter was ferrying fire fighters in Northern California's Shasta-Trinity National Forest when it crashed. The four survivors were seriously burned, with two listed in critical condition. The helicopter lost main rotor power during liftoff.",0,0,0,0
379,2008-08-06 11:40:00,Military - Royal Thai Air Force,1,"?,Betong-my",0,"Sunat Tanon, Thailand",?,Bell Huey UH-1H,?,?,10,8,2,10,8,2,0,The helicopter crashed while ferrying a forensic team to the site of a gun battle between Muslim rebels and security forces. The aircraft suffered engine failure and crashed into the side of a hill.,0,0,0,0
380,2008-08-13 07:30:00,Fly 540,0,"ke,so",1,"K-50 Airport, Somalia",?,Fokker F-27 Friendship 500,5Y-BVF,10627,3,0,3,3,0,3,0,While on approach in poor weather the cargo plane struck a telephone line and crashed. Extremely poor weather conditions.,0,1,0,0
381,2008-08-20 14:45:00,Spanair,0,"Canary Islands,Las Palmas,Madrid-es",0,"Madrid, Spain",5022,McDonnell Douglas MD-82,EC-HFP,53148/2072,172,166,6,154,148,6,0,"The airliner crashed while attempting to takeoff. The plane was able to get slightly airborne before crashing into a ravine at the end of the runway. The plane took off without the crew extending  it's flaps and slats, but the pilots would not have known there was a problem because the alarm did not go off. Malware may have interfered with the warning  alarm software.",1,0,0,0
382,2008-08-24 20:30:00,Itek Air,0,"ir,kg",1,"Bishkek, Kyrgyzstan",IRC6895,Boeing B-737-219,EX-009,22088/676,90,83,7,68,67,1,0,"The plane crashed shortly after taking off from Manas International Airport.  After 10 minutes, the crew reported a severe loss of cabin pressure and said they were returning when it crashed 6 miles from the airport. The Iran Aseman Airlines flight was being carried out by Itek Air. The forward left cabin door was not closed completely, and that the person who closed it was an engineer who was not listed among those (in the Cabin Attendant Manual) who were supposed to close the door.  A report concludes that the aircraft originally lost cabin pressure due to this. 1) Failure of the crew to maintain proper crew resource management and cooperation in flight2) Failure to maintain visual contact with the runway or visual approach aids during a visual approach3) Loss of control with regards to height while doing the orbit necessary due to miscalculation of the landing performance and estimated landing trajectory 4) Failure to respond correctly to the TAWS alert (Terrain Awareness and Alerting System).",1,1,0,0
383,2008-08-30 21:50:00,Conviasa,0,"Caracas,Latacunga-ec",0,"Near Toacaso, Ecuador",?,Boeing B-737-291,YV-102T,21545/525,3,0,3,3,0,3,0,The plane was on a positioning flight when it flew into the side of Iliniza Volcano.,0,0,0,0
384,2008-09-01 12:10:00,Air Tahoma,0,"us,be",1,"Columbus, Ohio",?,Convair CV-580,N587X,361,3,0,3,3,0,3,0,"Soon after taking off the pilot radioed he was returning to the airport but the aircraft crashed into a corn field, broke up and burned. The improper (reverse) rigging of the elevator trim cables by company maintenance personnel, and their subsequent failure to discover the misrigging during required post-maintenance checks. Contributing to the accident was the captain’s inadequate post-maintenance preflight check.",1,0,0,0
385,2008-09-03 20:20:00,Aerogulf,0,No_identificado,2,"Off Dubai, United Arab Emirates",?,Bell 212,A6-AVL,?,7,5,2,7,5,2,0,"While attempting to take off, the helicopter struck a crane, crashed on to the deck of the Maersk Resilient oil drilling rig, broke up and fell into the sea 43 miles off Duabi.",1,0,0,0
386,2008-09-14 03:15:00,Aeroflot,0,"Moscow,Perm-ru",0,"Perm, Russia",SU821,Boeing B-737-505,VP-BKO,25792/2353,88,82,6,88,82,6,0,"The aircraft crashed into a ravine adjacent to railroad tracks and near an apartment building as it was approaching Perm for a landing. The plane was at 3,600 when contact was lost with the tower. Pilot error. The captain ""lost spatial orientation"" after he misread an altitude indicator on the instrument panel. The pilot  was determined to be intoxicated.",0,1,0,0
387,2008-09-19 23:53:00,Global Executive Aviation,0,"ca,us,co",1,"Columbia, South Carolina",?,Learjet 60,N999LJ,314,6,4,2,4,2,2,0,"The plane was attempting to take off from Columbia Metropolitan Airport when it overran the runway, crashed through a perimeter fence, struck antennas and came to rest on an embankment adjacent to highway. The accident was caused by the operator’s inadequate maintenance of the airplane’s tires, which resulted in multiple tire failures during takeoff roll due to severe underinflation, and the captain’s execution of a rejected takeoff after V1, which was inconsistent with her training and standard operating procedures.",1,0,0,0
388,2008-09-27 03:57:00,Maryland State Police,0,No_identificado,2,"Camp Springs, Maryland",?,Aerospatiale SA365N-1 Dauphin II,N92MD,6311,5,4,1,4,3,1,0,The medical helicopter carrying victims of a traffic accident crashed in fog at Walker Mill Regional Park. The pilot radioed for help prior to the accident.,0,0,0,0
389,2008-10-08 07:31:00,Yeti Airlines,0,"Katmandu,Lukla-np",0,"Lukla, Nepal",?,de Havilland Canada DHC-6 Twin Otter 300,9N-AFE,720,19,16,3,18,16,2,0,"As the passenger plane came in for a landing, in fog, the main landing gears snagged on a security fence. The plane crashed to the ground and caught fire. The pilot was the only survivor. The cause was the two pilots who misjudged deteriorating weather conditions and flew inside a patch of fog while trying to land at Lukla airport, which is carved into the side of the Himalayas at an altitude of 9,200 feet.",0,1,0,0
390,2008-10-15 23:58:00,Air Angles Inc.,0,"gb,us",1,"Aurora, Illinois",?,Bell 222,N992AA,47062,4,1,3,4,1,3,0,"The helicopter clipped a radio tower wire, crashed and burned killing all aboard.",0,0,0,0
391,2008-11-13 11:35:00,Falcon Aviation Group,0,"us,iq",1,"Fallujah, Iraq",?,Antonov An-12,S9-SAO,346908,7,0,7,7,0,7,0,"The cargo plane, chartered by FedEx, crashed west of Baghdad, shortly after taking off from al Asad air base and after the crew reported a malfunction with the plane.",1,0,0,0
392,2008-11-16 10:32:00,Pacific Coastal Airlines,0,"Powell River,Toba Inlet,Vancouver-ca",0,"Thormanby Island, British Columbia, Canada",?,Grumman G-21A Goose,C-FPCK,1187,8,7,1,7,6,1,0,The charter aircraft crashed into a steep hillside on south Thormanby Island 19 minutes after taking off and exploded into flames. Controlled flight into terrain caused by poor weather conditions and the decision by the pilot to fly in such conditions.,1,1,0,0
393,2008-11-27 17:00:00,XL Airways leased from Air New Zealand,0,No_identificado,2,"Off Perpignan, France",888T,Airbus A320-232,D-AXLA,2500,7,0,7,7,0,7,0,"The Airbus A320 was leased by XL Airways of Germany since May 2006. The plane was scheduled to be returned to its owner, Air New Zealand. The plane was ferried to Perpignan, France where it underwent maintenance at EAS Industries. During a second test flight, on approach to Perpignan, at 3,500 feet, radio contact was lost. A controller reported seeing the plane descending quickly in a left bank. The aircraft soon after crashed into the sea and broke up. While attempting to test slowing the airplane to an unsafe speed, the plane's computer failed to automatically recover to safe flight, The plane stalled and crashed. The reason the computer failed was that both angle-of-attack sensors were frozen.The reason water froze in the sensors was the plane had been washed using a firehose without protecting the sensors.",0,1,0,0
394,2008-12-03 12:13:00,Webstas Aviation Services Inc.,0,"cz,us,vg",1,"San Juan, Puerto Rico",?,Rockwell International 690B,N318WA,11444,3,2,1,3,2,1,0,"The plane struck the side of El Yunque mountain 2,310 feet, east of San Juan in heavy fog.",0,0,0,0
395,2008-12-11 06:25:00,Rotorcraft Leasing Co,0,"Oil Platform,Sabine Pass-us",0,"Off Sabine Pass, Texas",?,Bell 206-L4 Jet Ranger III,N180AL,52104,3,3,2,3,3,2,0,"The helicopter ferrying workers to an off shore drilling platform crashed into the Gulf, 8 miles from Sabine Pass.",0,0,0,0
396,2008-12-15 16:40:00,Alantis Aviation,0,"cr,tc,do",1,Off Turks and Caicos Islands,?,Britten Norman BN-2A Trislander Mk3,N650LP,1029,12,11,1,12,11,1,0,The charter flight disappeared from radar 35 minutes into the flight and after the pilot radioed a mayday call. Probably crashed into the ocean. Never found.,0,0,0,0
397,2008-12-20 18:18:00,Continental Airlines,0,"Denver,Houston-us",0,"Denver, Colorado",1404,Boeing 737-500,N18611,27324/2621,115,110,5,0,0,0,0,"Before takeoff the crew were informed that there was a 27-knot crosswind, close to the airplane's limit of 33 knots.  But in fact this was only the average speed.  During the takeoff roll the plane was blown sideways by a 45-knot gust, well outside the captain's   experience and training.  When the rudder did not immediately correct the yaw, he assumed it had failed and stopped trying it. The plane ran onto rough terrain near the runway and was destroyed by impact and fire.",1,0,0,0
398,2009-01-01 04:37:00,Empire Airlines leased from FedEx,0,"Fort Worth,Lubbock-us",0,"Lubock, Texas",8284,ATR-42-320,N902FX,175,2,0,2,2,0,2,0,"Crashed while attempting to land. The probable cause of this accident was the flight crew's failure to monitor and maintain a minimum safe airspeed while executing an instrument approach in icing conditions, which resulted in an aerodynamic stall at low altitude. Contributing to the accident were 1) the flight crew's failure to follow published standard operating procedures in response to a flap anomaly, 2) the captain's decision to continue with the unstabilized approach, 3) the flight crew's poor crew resource management, and 4) fatigue due to the time of day in which the accident occurred and a cumulative sleep debt, which likely impaired the captain's performance.",0,1,0,0
399,2009-01-04 15:30:00,Petroleum Helicopters Inc,0,"Bayou Penchant,Off shore oil fields-us",0,Near Houma Louisiana,?,Sikorsky S-76C++,N748P,760629,9,7,2,8,6,2,0,"A helicopter bound for offshore oil fields went down about 75 miles southwest of New Orleans shortly after taking off. The sudden loss of power to both engines that resulted from impact with a red-tailed hawk, which fractured the windshield and interfered with engine fuel controls and the subsequent disorientation of the flightcrrew members. Also the lack of FAA regulations and guidance at the time the helicopter was certificated requiring helicopter windshields to be resistant to bird strikes and the lack of protections that would prevent T-handles from inadvertently dislodging out of the detents and the lack of a master warning light and audible system to alert the flightcrew of low-rotor speed conditions.",1,0,0,0
400,2009-01-15 00:00:00,Afghan Army,0,No_identificado,2,"Adraskan district, Afghanistan",?,Mil Mi-17,?,?,13,0,0,13,0,0,0,Either shot down or crashed due to bad weather.,0,0,0,0
401,2009-01-15 15:06:00,US Airways,0,"Charlotte,NC,NY,New York-us",0,"New York, New York",1549,Airbus A320-214,N106US,1044,155,150,5,0,0,0,0,"The plane was taking off from La Guardia Airport when both engines were disabled after striking a flock of geese. The crew was able to ditch the plane in the Hudson River, making a soft landing. All 150 passengers and crew of 5 made it out safely before the plane began to sink. No one was reported to be seriously injured.",1,1,0,0
402,2009-02-07 14:00:00,Aerotaxi Manaus,0,"pg,br",1,"Manacapuru, Brazil",?,Bandeirante EMB-110P1,PT-SEA,110352,28,26,2,24,22,2,0,"The plane was being used as an air taxi to ferry passengers between cities when it crashed in the Manacapuru River, 50 miles from Manus. The plane took off under warning of strong winds and rain. The crew asked permission to return shortly after takeoff because they lost an engine. The plane disappeared from radar and lost contact with ATC. The plane crashed into the river when the crew tried to land the plane on an abandoned runway in the town of Manacapuru.",1,1,0,1
403,2009-02-12 22:17:00,Continental Connection/Colgan Air,0,"Buffalo,N.J.,NY,Newark-us",0,"Clarence Center, New York",3407,Bombardier DHC-8-402 Q400,N200WQ,4200,49,44,5,49,44,5,1,"The commuter plane crashed while attemptiong to land in rain and sleet, 6 miles northeast of Buffalo Niagara International Airport, were it was scheduled to land. Preliminary evidence suggests the crew selected the landing gear down and set the flaps 15 degrees. Immediately after selecting the flaps the stick shaker activated. The captain then pulled on the controls, slowing the airplane even further causing the plane to stall. Colgan Air officials acknowledged that both pilots apparently were not paying close attention to the aircraft's instruments and failed to follow the airline's procedures for handling an impending stall in the final minutes of the flight. The captain’s inappropriate response to the activation of the stick shaker, which led to an aerodynamic stall from which the airplane did not recover. Contributing to the accident were (1) the flight crew’s failure to monitor airspeed in relation to the rising position of the low-speed cue, (2) the flight crew’s failure to adhere to sterile cockpit procedures, (3) the captain’s failure to effectively manage the flight, and (4) Colgan Air’s inadequate procedures for airspeed selection and management during approaches in icing conditions.",0,1,0,0
404,2009-02-15 19:15:00,Flight Service,0,No_identificado,2,"Chanco, Chile",?,Bell UH-1H,CC-CBW,?,13,12,1,13,12,1,0,The helicopter was carrying firemen to a nearby forest fire when it crashed into a fog shrouded mountain killing all aboard.,0,0,0,0
405,2009-02-20 04:10:00,Aerolift,0,"ua,ug,eg",1,"Luxor, Egypt",?,Antonov 12V,S9-SVN,6344310,5,0,5,5,0,5,0,"While attemping to take off from Luxor, the cargo plane slammed to the ground, slid down the runway and caught fire.",1,0,0,0
406,2009-02-25 10:31:00,Turkish Airlines,0,"tr,nl",1,"Amsterdam, Netherlands",1951,Boeing 737-8F2,TC-JGE,29789/1065,134,127,7,9,6,3,0,The plane was on final approach to Runway 18R when it crashed 1 mile short of the runway into a field and broke in three. Nine people were killed and 55 injured. A faulty instrument caused the plane's autopilot to cut fuel to the engines prematurely. Pilots were late to notice warning signals and reacted inadequately.,0,1,0,0
407,2009-03-09 05:40:00,Aerolift,0,"ug,so",1,"Lake Victoria, Uganda",?,Ilyushin Il-76T,S9-SAB,073410301,11,7,4,11,7,4,0,"The cargo plane carrying and water purification equipment crashed into Lake Victoria shortly after taking off. Possibly caused by one or a combination of factors, including loss of engine power, malfunction of the flight control system, pilot impairment, inattentiveness to altitude and inadequate handling of the aircraft. An investigation  found that the navigator used a forged license and that the aircraft and engines were beyond their service life.",1,0,0,0
408,2009-03-12 09:48:00,Cougar Helicopters,0,"ie,us",1,"Off St. Johns, Newfoundland",?,Sikorsky S-92A,C-GZCH,920048,18,16,2,17,15,2,0,The pilot reported a technical malfunction and radioed that he was returning to St. Johns. He then radioed a mayday. The helicopter then went down in what was a controlled emergency crash landing. The accident happened about 30 miles off St. Johns. Two main gearbox filter bowl assembly mounting studs made of titanium were found broken. This resulted in the loss of gearbox oil.,0,1,0,0
